store_id,clinic_name,store_name,Zipcode,adress,access,image_path
zenyum_001,ゼニュム,赤坂さくら歯科クリニック（赤坂）,〒107-0052,東京都港区赤坂5丁目4-6 赤坂三辻ビル5F,東京メトロ千代田線「赤坂駅」7番出口より徒歩1分
zenyum_002,ゼニュム,おおじま駅前歯科・大島駅前矯正歯科（大島）,〒136-0072,東京都江東区大島6丁目26-7 太田ビル1F,都営新宿線「大島駅」A6出口より徒歩1分
zenyum_003,ゼニュム,サファイアデンタルクリニック（新宿）,〒160-0022,東京都新宿区新宿5-11-1 ホーメスト新宿ビル5F,東京メトロ丸ノ内線・副都心線・都営新宿線「新宿三丁目駅」C7出口より徒歩2分
zenyum_004,ゼニュム,Aクリニックデンタル(銀座),〒104-0061,東京都中央区銀座5丁目13-19 デュープレックス銀座タワー5/13 12階,東京メトロ日比谷線・都営浅草線「東銀座駅」4番出口より徒歩1分
zenyum_005,ゼニュム,緑のテラス歯科クリニック（流山おおたかの森）,〒270-0139,千葉県流山市おおたかの森南1-5-1 おおたかの森SC本館3F,つくばエクスプレス・東武アーバンパークライン「流山おおたかの森駅」南口直結
zenyum_006,ゼニュム,新福島ホワイトノア歯科・矯正歯科（大阪）,〒553-0003,大阪府大阪市福島区福島4-5-47,JR東西線「新福島駅」2番出口より徒歩3分／阪神本線「福島駅」より徒歩5分
zenyum_007,ゼニュム,宝塚あさひ歯科クリニック（宝塚市）,〒665-0835,兵庫県宝塚市旭町3丁目22-9 ランドマーク宝塚2F,阪急今津線「小林駅」徒歩13分／阪急バス「旭町3丁目」下車すぐ
zenyum_008,ゼニュム,デュランタデンタルクリニック栄歯科・矯正歯科,〒460-0003,愛知県名古屋市中区錦3丁目15-33 アルティメイト錦大津通7F,地下鉄東山線・名城線「栄駅」1番出口より徒歩2分
zenyum_009,ゼニュム,仙台駅前歯科・矯正歯科(仙台),〒980-0021,宮城県仙台市青葉区中央1丁目8-40 井門仙台駅前ビル5F,JR「仙台駅」西口より徒歩2分
zenyum_010,ゼニュム,スコーネデンタルオフィス（伊勢崎市）,〒372-0006,群馬県伊勢崎市西久保町1丁目383-1,JR両毛線「国定駅」より車で約7分／伊勢崎市民病院近く
zenyum_011,ゼニュム,TOCHIGI DENTAL CLINIC（栃木市）,〒328-0042,栃木県栃木市神田町40-1,東武日光線「新栃木駅」より徒歩15分／栃木市役所近く
zenyum_012,ゼニュム,天神オーラルケアクリニック（福岡）,〒810-0041,福岡県福岡市中央区大名2丁目1-4 ステージ1西通り5F A号室,福岡市地下鉄空港線「天神駅」2番出口より徒歩3分
zenyum_013,ゼニュム,横田矯正歯科クリニック（福岡）,〒810-0041,福岡県福岡市中央区大名1丁目14-45 Qiz TENJIN 6F,福岡市地下鉄空港線「天神駅」より徒歩5分
zenyum_014,ゼニュム,わかまつ歯科医院（札幌）,〒062-0034,北海道札幌市豊平区西岡4条10丁目3-20,北海道中央バス「西岡3条9丁目」停留所より徒歩2分
kireiline_001,キレイライン矯正,アルディバラン渋谷デンタルクリニック,〒150-0002,東京都渋谷区渋谷3-18-8 大野ビル5F,JR「渋谷駅」新南口より徒歩2分
kireiline_002,キレイライン矯正,新宿駅前矯正歯科クリニック,〒160-0022,東京都新宿区新宿3-36-6 大安ビル8F,JR「新宿駅」中央東口より徒歩1分
kireiline_003,キレイライン矯正,池袋DDデンタルクリニック,〒171-0022,東京都豊島区南池袋1-21-5 第7野萩ビル3F,JR「池袋駅」東口より徒歩2分
kireiline_004,キレイライン矯正,新橋DDデンタルクリニック,〒105-0004,東京都港区新橋2-19-2 リプロ新橋4F,JR「新橋駅」銀座口より徒歩1分
kireiline_005,キレイライン矯正,コレクトデンタルクリニック 八王子,〒192-0083,東京都八王子市旭町12-18 ひのき八王子ビル3F,JR「八王子駅」北口より徒歩2分
kireiline_006,キレイライン矯正,コレクトデンタルクリニック 吉祥寺,〒180-0004,東京都武蔵野市吉祥寺本町1-13-6 古谷ビル3F,JR「吉祥寺駅」北口より徒歩2分
kireiline_007,キレイライン矯正,空港口24時間歯科・小児歯科医院 江戸川,〒134-0084,東京都江戸川区東葛西6-1-17 第6カネ長ビル1F,東京メトロ東西線「葛西駅」中央口より徒歩2分
kireiline_008,キレイライン矯正,哲学堂デンタルクリニック,〒165-0024,東京都中野区松が丘2-2-15,西武新宿線「新井薬師前駅」より徒歩10分
kireiline_009,キレイライン矯正,さくら歯科クリニック,〒166-0001,東京都杉並区阿佐谷北1-3-8 グリーンパークビル2F,JR「阿佐ヶ谷駅」北口より徒歩2分
kireiline_010,キレイライン矯正,デンタルサロン麹町,〒102-0083,東京都千代田区麹町4-5-20 KSビル2F,東京メトロ有楽町線「麹町駅」2番出口より徒歩1分
kireiline_011,キレイライン矯正,伊藤歯科医院,〒166-0004,東京都杉並区阿佐谷南1-9-5,JR「阿佐ヶ谷駅」南口より徒歩3分
kireiline_012,キレイライン矯正,うぐいす谷駅前歯科,〒110-0003,東京都台東区根岸1-8-18 高松ビル1F,JR「鶯谷駅」南口より徒歩1分
kireiline_013,キレイライン矯正,赤坂さくら歯科クリニック,〒107-0052,東京都港区赤坂5丁目4-6 赤坂三辻ビル5F,東京メトロ千代田線「赤坂駅」7番出口より徒歩1分
kireiline_014,キレイライン矯正,吉祥寺まさむねデンタルクリニック,〒180-0004,東京都武蔵野市吉祥寺本町2-2-7 プラザオギノ2F,JR「吉祥寺駅」北口より徒歩3分
kireiline_015,キレイライン矯正,おおじま駅前歯科・大島駅前矯正歯科,〒136-0072,東京都江東区大島6丁目26-7 太田ビル1F,都営新宿線「大島駅」A6出口より徒歩1分
kireiline_016,キレイライン矯正,デンタルサロン ナチュール銀座,〒104-0061,東京都中央区銀座1-8-21 清光堂ビル2F,東京メトロ有楽町線「銀座一丁目駅」9番出口より徒歩1分
kireiline_017,キレイライン矯正,下北沢デンタルケアオフィス,〒155-0031,東京都世田谷区北沢2-26-25 アーロム下北沢2F,小田急線・京王井の頭線「下北沢駅」東口より徒歩1分
kireiline_018,キレイライン矯正,あずさ歯科クリニック麴町,〒102-0083,東京都千代田区麹町4-5-20 KSビル1F,東京メトロ有楽町線「麹町駅」2番出口より徒歩1分
kireiline_019,キレイライン矯正,原宿ファースト歯科,〒150-0001,東京都渋谷区神宮前1-10-34 原宿コーポ別館1F,JR「原宿駅」竹下口より徒歩2分
kireiline_020,キレイライン矯正,アヤデンタルオフィス,〒150-0001,東京都渋谷区神宮前6-19-16 U-naturaビル2F,東京メトロ千代田線・副都心線「明治神宮前駅」7番出口より徒歩3分
kireiline_021,キレイライン矯正,初台 はまだ歯科・矯正歯科,〒151-0061,東京都渋谷区初台1-51-1 初台センタービル1F,京王新線「初台駅」北口より徒歩1分
kireiline_022,キレイライン矯正,コレクトデンタルクリニック 札幌,〒060-0001,北海道札幌市中央区北1条西3丁目3-11 桂和北1条ビル7F,地下鉄南北線「さっぽろ駅」より徒歩5分
kireiline_023,キレイライン矯正,関歯科・口腔医療クリニック,〒501-3932,岐阜県関市稲口845-1,長良川鉄道「関口駅」より車で約5分
kireiline_024,キレイライン矯正,仙台青葉矯正歯科クリニック,〒980-0021,宮城県仙台市青葉区中央2-2-10 仙都会館ビル5F,JR「仙台駅」西口より徒歩5分
kireiline_025,キレイライン矯正,奥州仙臺Premium デンタルクリニック卸町,〒984-0042,宮城県仙台市若林区大和町5-30-25,仙台市営地下鉄東西線「卸町駅」より徒歩10分
kireiline_026,キレイライン矯正,奥州PremiumMT歯科・矯正歯科 仙台駅西口,〒980-0021,宮城県仙台市青葉区中央3-6-8 JTB仙台ビル2F,JR「仙台駅」西口より徒歩3分
kireiline_027,キレイライン矯正,くるみ歯科医院,〒981-3133,宮城県仙台市泉区泉中央1-23-4 ノースファンシービル2F,仙台市営地下鉄南北線「泉中央駅」より徒歩3分
kireiline_028,キレイライン矯正,医療法人 西原歯科医院,〒963-8025,福島県郡山市桑野2-34-13,JR「郡山駅」より車で約10分
kireiline_029,キレイライン矯正,郡山ラポール歯科,〒963-8025,福島県郡山市桑野2-34-13,JR「郡山駅」より車で約10分
kireiline_030,キレイライン矯正,奥州福島Premiumデンタルクリニック,〒960-8031,福島県福島市栄町6-6 NBFユニックスビル2F,JR「福島駅」東口より徒歩2分
kireiline_031,キレイライン矯正,ファミリーとシニアの歯科医院 イオン福島診療所,〒960-0112,福島県福島市南矢野目字西荒田50-17 イオン福島店1F,JR「福島駅」より車で約15分
kireiline_032,キレイライン矯正,水戸常北歯科,〒311-4303,茨城県東茨城郡城里町石塚1428-1,JR「水戸駅」より車で約30分
kireiline_033,キレイライン矯正,原田歯科医院,〒310-0852,茨城県水戸市笠原町978-39,JR「水戸駅」南口より車で約10分
kireiline_034,キレイライン矯正,大宮駅前矯正歯科クリニック,〒330-0846,埼玉県さいたま市大宮区大門町2-22-1 TAiGAビル3F,JR「大宮駅」東口より徒歩3分
kireiline_035,キレイライン矯正,柳崎歯科矯正クリニック (旧：すみれ歯科),〒333-0861,埼玉県川口市柳崎5-1-1 ツカサビル1F,JR武蔵野線「東浦和駅」より徒歩13分
kireiline_036,キレイライン矯正,医療法人社団彩明会 熊谷デンタルクリニック,〒360-0037,埼玉県熊谷市筑波2-56-3 渡辺総合ビル2F,JR「熊谷駅」北口より徒歩2分
kireiline_037,キレイライン矯正,コレクトデンタルクリニック 船橋,〒273-0005,千葉県船橋市本町6-4-28 竹内ビル2F,JR「船橋駅」北口より徒歩3分
kireiline_038,キレイライン矯正,コレクトデンタルクリニック 柏,〒277-0005,千葉県柏市柏1-5-15 一二三堂ビル3F,JR「柏駅」東口より徒歩2分
kireiline_039,キレイライン矯正,緑のテラス歯科クリニック,〒270-0139,千葉県流山市おおたかの森南1-5-1 おおたかの森SC本館3F,つくばエクスプレス・東武アーバンパークライン「流山おおたかの森駅」南口直結
kireiline_040,キレイライン矯正,千葉ニュータウン河合歯科矯正歯科,〒270-1337,千葉県印西市草深字原2031-2,北総線「千葉ニュータウン中央駅」より徒歩10分
kireiline_041,キレイライン矯正,栗山公園Dental Office(旧：はなさき歯科),〒183-0056,東京都府中市寿町2-4-42,京王線「府中駅」北口より徒歩7分
kireiline_042,キレイライン矯正,横浜DDデンタルクリニック,〒220-0004,神奈川県横浜市西区北幸1-1-8 エキニア横浜7F,JR「横浜駅」西口より徒歩1分
kireiline_043,キレイライン矯正,コレクトデンタルクリニック 茅ヶ崎,〒253-0043,神奈川県茅ヶ崎市元町4-3,JR「茅ヶ崎駅」北口より徒歩3分
kireiline_044,キレイライン矯正,湘南メディケア歯科・矯正歯科,〒251-0047,神奈川県藤沢市辻堂2-7-1 湘南パールビル2F,JR「辻堂駅」南口より徒歩1分
kireiline_045,キレイライン矯正,医療法人社団 追浜歯科医院,〒237-0064,神奈川県横須賀市追浜町3-1,京急本線「追浜駅」より徒歩1分
kireiline_046,キレイライン矯正,川崎フロンティア歯科,〒210-0007,神奈川県川崎市川崎区駅前本町26-1 アトレ川崎7F,JR「川崎駅」中央東口より徒歩1分
kireiline_047,キレイライン矯正,新丸子デンタルクリニック,〒211-0005,神奈川県川崎市中原区新丸子町738,東急東横線「新丸子駅」西口より徒歩1分
kireiline_048,キレイライン矯正,新潟矯正歯科クリニック,〒950-0088,新潟県新潟市中央区万代1-1-32 プリオール万代2F,JR「新潟駅」万代口より徒歩7分
kireiline_049,キレイライン矯正,ブレス・デザイン デンタルオフィス,〒950-0916,新潟県新潟市中央区米山2-7-20,JR「新潟駅」南口より徒歩8分
kireiline_050,キレイライン矯正,コレクトデンタルクリニック 金沢,〒920-0981,石川県金沢市片町1-1-29 香林坊ファーストビル2F,北陸鉄道石川線「野町駅」より徒歩15分
kireiline_051,キレイライン矯正,ひかる歯科医院,〒921-8801,石川県野々市市御経塚2-91,JR北陸本線「野々市駅」より徒歩10分
kireiline_052,キレイライン矯正,うちだ歯科クリニック,〒920-0348,石川県金沢市松村1-365,北陸鉄道バス「松村町」停留所より徒歩2分
kireiline_053,キレイライン矯正,ケンデンタルクリニック岐阜,〒500-8381,岐阜県岐阜市市橋2-5-3,JR「西岐阜駅」より徒歩10分
kireiline_054,キレイライン矯正,ケンデンタルクリニック モレラ岐阜院,〒501-0497,岐阜県本巣市三橋1100 モレラ岐阜2F,樽見鉄道「モレラ岐阜駅」直結
kireiline_055,キレイライン矯正,静岡呉服町デンタル矯正歯科,〒420-0031,静岡県静岡市葵区呉服町2-1-1 札の辻クロス2F,JR「静岡駅」北口より徒歩8分
kireiline_056,キレイライン矯正,名古屋DDデンタルクリニック,〒450-0002,愛知県名古屋市中村区名駅3-13-31 名駅モリシタビル7F,JR「名古屋駅」桜通口より徒歩5分
kireiline_057,キレイライン矯正,名古屋ウィズ歯科・矯正歯科,〒450-0002,愛知県名古屋市中村区名駅3-28-12 大名古屋ビルヂング10F,JR「名古屋駅」桜通口より徒歩3分
kireiline_058,キレイライン矯正,名駅アール歯科・矯正歯科,〒450-0002,愛知県名古屋市中村区名駅3-13-28 名駅セブンスタービル2F,JR「名古屋駅」桜通口より徒歩5分
kireiline_059,キレイライン矯正,エスカ歯科・矯正歯科,〒453-0015,愛知県名古屋市中村区椿町6-9 エスカ地下街,JR「名古屋駅」太閤通口より徒歩1分
kireiline_060,キレイライン矯正,名古屋ルミナス歯科・矯正歯科,〒450-0002,愛知県名古屋市中村区名駅3-13-28 名駅セブンスタービル3F,JR「名古屋駅」桜通口より徒歩5分
kireiline_061,キレイライン矯正,名古屋茶屋歯科・矯正歯科,〒455-0858,愛知県名古屋市港区西茶屋2-11 イオンモール名古屋茶屋1F,あおなみ線「荒子川公園駅」よりバスで約20分
kireiline_062,キレイライン矯正,岡崎エルエル歯科・矯正歯科,〒444-0840,愛知県岡崎市戸崎町字外山38-5 イオンモール岡崎1F,JR「岡崎駅」よりバスで約10分
kireiline_063,キレイライン矯正,名古屋あおい歯科・矯正歯科【旧：葵デンタルデザインオフィス】,〒461-0004,愛知県名古屋市東区葵1-17-14 エルブ葵1F,地下鉄東山線「新栄町駅」1番出口より徒歩2分
kireiline_064,キレイライン矯正,名古屋みなみ歯科・矯正歯科,〒457-0841,愛知県名古屋市南区豊田4-9-47,名鉄常滑線「道徳駅」より徒歩10分
kireiline_065,キレイライン矯正,ケンデンタルクリニック小牧医院,〒485-0029,愛知県小牧市中央1-260,名鉄小牧線「小牧駅」より徒歩5分
kireiline_066,キレイライン矯正,アピタ知立ファミリー歯科・矯正歯科,〒472-0045,愛知県知立市長篠町大山18-1 アピタ知立店2F,名鉄名古屋本線「牛田駅」より徒歩15分
kireiline_067,キレイライン矯正,ワイズ歯科矯正歯科＋KIDS イオン小牧店,〒485-0026,愛知県小牧市東1-126 イオン小牧店2F,名鉄小牧線「小牧駅」より徒歩10分
kireiline_068,キレイライン矯正,安城さくらい歯科・矯正歯科,〒446-0072,愛知県安城市住吉町3-5-28,名鉄名古屋本線「新安城駅」より徒歩10分
kireiline_069,キレイライン矯正,桑名はらだ歯科クリニック,〒511-0912,三重県桑名市星川785,三岐鉄道北勢線「星川駅」より徒歩5分
kireiline_070,キレイライン矯正,京都四条矯正歯科クリニック,〒600-8492,京都府京都市下京区四条通新町東入月鉾町47-3,阪急京都線「烏丸駅」24番出口より徒歩1分
kireiline_071,キレイライン矯正,梅田駅前矯正歯科クリニック,〒530-0012,大阪府大阪市北区芝田2-1-18 西阪急ビル7F,阪急「大阪梅田駅」茶屋町口より徒歩1分
kireiline_072,キレイライン矯正,心斎橋DDデンタルクリニック,〒542-0081,大阪府大阪市中央区南船場3-6-18 ケーズビル心斎橋5F,大阪メトロ御堂筋線「心斎橋駅」1番出口より徒歩2分
kireiline_073,キレイライン矯正,新福島 ホワイトノア歯科 矯正歯科,〒553-0003,大阪府大阪市福島区福島4-5-47,JR東西線「新福島駅」2番出口より徒歩3分
kireiline_074,キレイライン矯正,堺MK歯科クリニック,〒590-0028,大阪府堺市堺区三国ヶ丘御幸通59 南海堺東駅ビル3F,南海高野線「堺東駅」直結
kireiline_075,キレイライン矯正,ひらおかデンタルクリニック,〒579-8036,大阪府東大阪市鷹殿町1-1,近鉄奈良線「瓢箪山駅」より徒歩10分
kireiline_076,キレイライン矯正,神戸三ノ宮駅前デンタル矯正歯科,〒651-0094,兵庫県神戸市中央区琴ノ緒町5-3-5 グリーンシャポービル2F,JR「三ノ宮駅」東口より徒歩1分
kireiline_077,キレイライン矯正,神戸北野Nデンタルクリニック,〒650-0001,兵庫県神戸市中央区加納町3-2-1 ICOビル1F,JR「三ノ宮駅」より徒歩7分
kireiline_078,キレイライン矯正,ウインデンタルオフィス WIN Dental Office,〒650-0021,兵庫県神戸市中央区三宮町1-4-9 ワコーレ神戸三宮ビル2F,JR「三ノ宮駅」西口より徒歩5分
kireiline_079,キレイライン矯正,エミ内科歯科クリニック,〒651-0094,兵庫県神戸市中央区琴ノ緒町5-3-5 グリーンシャポービル3F,JR「三ノ宮駅」東口より徒歩1分
kireiline_080,キレイライン矯正,岡本矯正歯科,〒658-0072,兵庫県神戸市東灘区岡本1-13-7 デコール岡本2F,阪急神戸線「岡本駅」南口より徒歩1分
kireiline_081,キレイライン矯正,かのう歯科医院,〒670-0802,兵庫県姫路市砥堀字中道ノ上222-1,JR播但線「砥堀駅」より徒歩5分
kireiline_082,キレイライン矯正,けしごやまビーンズ歯科クリニック,〒651-2273,兵庫県神戸市西区糀台5-2-3,神戸市営地下鉄西神・山手線「西神中央駅」より徒歩3分
kireiline_083,キレイライン矯正,岡山みなみ歯科クリニック,〒700-0945,岡山県岡山市南区新保1615-1,JR「備前西市駅」より車で約5分
kireiline_084,キレイライン矯正,くれいし歯科クリニック 西川原院,〒703-8258,岡山県岡山市中区西川原1-15-20,JR「西川原駅」より徒歩5分
kireiline_085,キレイライン矯正,茶屋町みやけ歯科医院,〒701-0114,岡山県倉敷市茶屋町233-2,JR「茶屋町駅」より徒歩3分
kireiline_086,キレイライン矯正,まつしま歯科,〒700-0975,岡山県岡山市北区今7-23-18,JR「北長瀬駅」より車で約7分
kireiline_087,キレイライン矯正,しんご歯科,〒700-0975,岡山県岡山市北区今7-23-18,JR「北長瀬駅」より車で約7分
kireiline_088,キレイライン矯正,のぞみデンタルクリニック,〒700-0975,岡山県岡山市北区今7-23-18,JR「北長瀬駅」より車で約7分
kireiline_089,キレイライン矯正,おさふねフレンド歯科,〒701-0303,岡山県都窪郡早島町前潟616-1,JR「早島駅」より車で約5分
kireiline_090,キレイライン矯正,さかい歯科クリニック,〒700-0975,岡山県岡山市北区今7-23-18,JR「北長瀬駅」より車で約7分
kireiline_091,キレイライン矯正,つつみ歯科クリニック,〒700-0975,岡山県岡山市北区今7-23-18,JR「北長瀬駅」より車で約7分
kireiline_092,キレイライン矯正,厚南ハピネス歯科,〒757-0001,山口県山陽小野田市厚狭1-1-1,JR「厚狭駅」より徒歩3分
kireiline_093,キレイライン矯正,スガタ歯科医院,〒753-0211,山口県山口市大内長野611-1,JR「山口駅」より車で約10分
kireiline_094,キレイライン矯正,天神駅前矯正歯科クリニック,〒810-0001,福岡県福岡市中央区天神2-8-38 協和ビル6F,福岡市地下鉄空港線「天神駅」4番出口より徒歩1分
kireiline_095,キレイライン矯正,天神西通りデンタルクリニック,〒810-0041,福岡県福岡市中央区大名2-1-53 天神吉田ビル2F,福岡市地下鉄空港線「天神駅」2番出口より徒歩3分
kireiline_096,キレイライン矯正,さとう歯科医院,〒810-0001,福岡県福岡市中央区天神2-8-38 協和ビル6F,福岡市地下鉄空港線「天神駅」4番出口より徒歩1分
kireiline_097,キレイライン矯正,スマイル髙城歯科【旧：スマイル歯科】,〒870-0154,大分県大分市高城西町32-15,JR日豊本線「高城駅」より徒歩10分
